question,options,right_answer
"在我国现代化建设中,实施可持续发展是一个重大战略.这个战略的基本思想是①正确处理速度、比例、效益的关系,走出一条速度较快、效益较好经济协调发展的路子②切实实行经济体制从传统的计划经济体制向社会主义市场经济体制转变和经济增长方式从粗放型向集约型转变③正确处理经济建设与人、资源、环境的关系,使人口的增长与社会生产力发展相适应,经济建设与环境建设相协调④把发展问题放在优先考虑的地位,实现当前发展与长远发展相结合","['①②', '③④', '①③④', '②③④']",['③④']
"“两手抓,两手都要硬”其中“两手抓”指","['一手抓物质文明,一手抓精神文明', '一手抓道德文明,一手抓思想文明', '一手抓政治文明,一手抓精神文明', '一手抓政治文明,一手抓物质文明']","['一手抓物质文明,一手抓精神文明']"
"1999年12月20日澳门政权交接仪式举行,是在","['中国和法国之间', '中国和英国之间', '中国和意大利之间', '中国和葡萄牙之间']",['中国和葡萄牙之间']
"十一届三中全会以后,邓小平对战争与和平问题做出新的判断,认为","['世界大战是可以避免的', '世界大战是不可避免的', '世界大战随时都会发生', '世界大战有可能发生']",['世界大战是可以避免的']
社会主义初级阶段的非公有制经济是我国社会主义市场经济的重要组成部分.非公有制经济是①发展生产力不可缺少的所有制形式②是社会主义性质的经济③与公有制经济长期共存④与公有制经济平等竞争,"['①②③', '①③④', '①③', '③④']",['①③④']
"1956年,毛泽东在《论十大关系》报告中指出：“最近苏联方面暴露了他们在建设社会主义过程中的一些缺点和错误,他们走过的弯路你还想走？过去,我们就是鉴于他们的经验教训,少走了一些弯路,现在当然更要引以为戒”,这表明以毛泽东为主要代表的中国共产党","['开始探索自己的社会主义建设道路', '开始找寻自己的一条适合中国的道路', '已经突破了苏联模式的束缚', '实现了马克思主义同中国实际的第二次结合']","['开始探索自己的社会主义建设道路', '开始找寻自己的一条适合中国的道路']"
社会主义社会的生产目的是,"['以最少的资本获得最大限度的利润', '满足少数人的需要', '满足某个阶级的需要', '满足人民日益增长的物质文化需要']",['满足人民日益增长的物质文化需要']
"党领导的革命统一战线,包含两个联盟","['工农联盟工人与非劳动人民的联盟', '工人与非劳动人民的联盟', '工农联盟', '工人与资产阶级的联盟']",['工农联盟工人与非劳动人民的联盟']
"在中华人民共和国,人民行使国家权力的机关是：","['国务院', '最高人民法院', '最高人民检察院', '全国人民代表大会和地方各级人民代表大会']",['全国人民代表大会和地方各级人民代表大会']
"在近代中国的具体历史条件下,以为不经过生产力的巨大发展就可以越过社会主义初级阶段,这是：①革命发展问题上的机械论；②革命发展问题上的空想论；③是“左”倾错误的重要认识根源；④是右倾错误的重要认识根源","['①②③④', '①④', '①②', '②③']",['②③']
党的思想路线重新确立是在,"['1978年全军政治工作会议上', '1978年党的十一届三中全会上', '1980党十一届五中全会上', '1982年党的十二大报告']",['1978年党的十一届三中全会上']
"加强精神文明建设,要大力建立的思想道德体系应该①与社会主义市场经济相适应②、与社会主义和谐社会相一致③与社会主义法律规范相协调D④与中华民族传统美德相承接","['①③④', '②③④', '①②③', '①②③④']",['①③④']
"关于民主的论述,错误的是","['民主是具体的', '民主形式是多样的', '民主模式是普遍适用的', '民主是一种国家制度']",['民主模式是普遍适用的']
台湾问题的核心是,"['祖国统一', '一国两制', '一国两府', '“三通”']",['祖国统一']
社会主义初级阶段是我国建设社会主义不可逾越的一个历史阶段①它反映了社会主义代替资本主义的客观必然性；②它反映了我国建设社会主义的特殊性；③它是由生产力落后、商品经济不发达的客观条件决定的；④它的历史任务是实现工业化和经济的社会化、市场化、现代化,"['①②③', '①②③④', '②③④', '②④']",['②③④']
中国特色社会主义民主政治的基础性工程是,"['各级人民代表大会', '基层民主', '企业职工代表大会', '民族区域自治']",['基层民主']
科学发展观的实质是(),"['以人为本', '又好又快', '统筹兼顾', '社会公平']",['又好又快']
"依法执政是中国共产党执政的基本方式,些列选项能够体现中国共产党依法执政的是()","['坚持民主集中制,发展党内民主', '加强党员干部教育,提高执政能力', '在平等的基础上开展与外国政党的交流', '向全国人大常委会提出修改宪法部分内容的建议']",['向全国人大常委会提出修改宪法部分内容的建议']
人民政协的主要职能是,"['政治协商和民主监督', '党内合作共事和广交朋友', '广交朋友和自我监督', '党内外合作和相互监督']",['政治协商和民主监督']
社会主义精神文明建设的根本任务是,"['培育有理想、有道德、有文化、有纪律的社会主义新人', '培育有理想、有道德、有文化、有能力的社会主义新人', '培育有理想、有道德、有本领、有纪律的社会主义新人', '培育有理想、有道德、有文化、有素质的社会主义新人']",['培育有理想、有道德、有文化、有纪律的社会主义新人']
"资产阶级自由的虚伪性主要表现为①在一般词句中标榜自由,在附带条件中废除自由②正面规定中标榜自由,限制规定中否定自由③地位巩固时标榜自由,形势不利时取消自由④把资本和金钱的自由,论证为全人类的普遍自由","['①②③④', '①②③', '①③④', '②③④']",['①②③④']
中国共产党与各民主党派合作的基本方针是：①长期共存；②互相监督；③肝胆相照；④荣辱与共；⑤政治协商,"['①②③④', '②③④⑤', '①②③④⑤', '①②③⑤']",['①②③④']
国家发展战略的核心和提高综合国力的关键是,"['转变经济发展方式,走新型工业化道路', '建设资源节约型、环境友好型社会,实现可持续发展', '提高自主创新能力,建设创新型国家', '统筹城乡发展,建设社会主义新农村']","['提高自主创新能力,建设创新型国家']"
"在我党历史上,第一次使用“思想路线”这一概念的是","['毛泽东', '邓小平', '江泽民', '胡锦涛']",['毛泽东']
"2011年2月中共中央举办省部级主要领导干部社会管理及其创新专题研讨班,胡锦涛总书记在开班仪式上强调,加强和创新社会管理是构建社会主义和谐社会的必然要求.材料表明中国共产党()","['依靠依法执政来保证科学执政', '提高社会管理和依法执政水平', '创新社会管理,提供社会公共服务职能', '努力提高执政能力,不断完善执政方式']","['努力提高执政能力,不断完善执政方式']"
党的十三大提出现代化建设的“三位一体”是指,"['政治民主、社会和谐、物质文明', '经济富强、政治民主、社会和谐', '经济富强、政治民主、精神文明', '物质文明、精神文明、经济富强']",['经济富强、政治民主、精神文明']
我们党的三大历史任务指的是①继续推进现代化建设②完成祖国统一大业③维护世界和平促进共同发展④缩小区域差别,"['①②④', '①③④', '①②③', '②③④']",['①②③']
"社会的生产要素是多种多样的,归纳起来可以分为两大类①一类是各种物质生产条件②一类是人的劳动③一类是自然资源④一类是生产厂房设备原料等","['①②', '①④', '②③', '③④']",['①②']
“三个有利于”标准是,"['判断姓“社”姓“资”的标准', '实用主义的标准', '判断各项工作得失成败的标准', '判断经济工作的标准']",['判断各项工作得失成败的标准']
